,STNAME,OFFENSE,AA,AB,AW,AI,JA,JB,JW,JI,total,Unnamed: 0,IBRC_Geo_ID,Metrofips/Microfips,Description,Year,Geography,Total Population,White Alone,Black Alone,American Indian or Alaskan Native,Asian Alone,Hawaiian or Pacific Islander Alone,Two or More Races,Not Hispanic,Hispanic,state
10,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2000.0,4452173.0,3196875.0,1161454.0,23262.0,32544.0,1608.0,36430.0,4375157.0,77016.0,,Alabam
11,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2001.0,4467634.0,3201387.0,1167403.0,24084.0,33971.0,1963.0,38826.0,4381912.0,85722.0,,Alabam
12,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2002.0,4480089.0,3204279.0,1171672.0,24966.0,35810.0,2272.0,41090.0,4385910.0,94179.0,,Alabam
13,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2003.0,4503491.0,3215079.0,1178398.0,25920.0,37929.0,2625.0,43540.0,4400019.0,103472.0,,Alabam
14,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2004.0,4530729.0,3227772.0,1186375.0,26755.0,40712.0,2983.0,46132.0,4417445.0,113284.0,,Alabam
15,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2005.0,4569805.0,3249443.0,1197062.0,27606.0,43406.0,3290.0,48998.0,4444983.0,124822.0,,Alabam
16,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2006.0,4628981.0,3283056.0,1215481.0,28666.0,46030.0,3710.0,52038.0,4491139.0,137842.0,,Alabam
17,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2007.0,4672840.0,3308005.0,1227620.0,29666.0,48454.0,3996.0,55099.0,4522188.0,150652.0,,Alabam
18,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2008.0,4718206.0,3332141.0,1241613.0,30722.0,50683.0,4443.0,58604.0,4554497.0,163709.0,,Alabam
19,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2009.0,4757938.0,3353244.0,1252307.0,31825.0,53747.0,4796.0,62019.0,4581420.0,176518.0,,Alabam
20,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2010.0,4785437.0,3365559.0,1261234.0,32883.0,55721.0,5167.0,64873.0,4599249.0,186188.0,,Alabam
21,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2011.0,4799069.0,3369252.0,1266978.0,32793.0,57527.0,5030.0,67489.0,4609276.0,189793.0,,Alabam
22,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2012.0,4815588.0,3371064.0,1275628.0,32863.0,60785.0,4970.0,70278.0,4624933.0,190655.0,,Alabam
23,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2013.0,4830081.0,3372203.0,1284340.0,32896.0,63011.0,4901.0,72730.0,4636950.0,193131.0,,Alabam
24,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2014.0,4841799.0,3373358.0,1290579.0,33095.0,64943.0,4911.0,74913.0,4646125.0,195674.0,,Alabam
25,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2015.0,4852347.0,3372343.0,1297313.0,33332.0,67141.0,4916.0,77302.0,4652663.0,199684.0,,Alabam
26,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2016.0,4863525.0,3374106.0,1301635.0,33610.0,69476.0,4916.0,79782.0,4658145.0,205380.0,,Alabam
27,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2017.0,4874486.0,3376527.0,1305617.0,33840.0,71245.0,4961.0,82296.0,4664076.0,210410.0,,Alabam
28,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2018.0,4887681.0,3381642.0,1309574.0,34281.0,72354.0,5048.0,84782.0,4670490.0,217191.0,,Alabam
29,Alabam,1107,13.0,525.0,493.0,7.0,2.0,63.0,62.0,,1165.0,1000.0,1.0,0.0,Alabama,2019.0,4903185.0,3389396.0,1313291.0,34799.0,73715.0,5110.0,86874.0,4679907.0,223278.0,,Alabam
30,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1990.0,553290.0,423276.0,22665.0,87214.0,20135.0,,,536062.0,17228.0,,Alaska
31,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1991.0,570193.0,436361.0,23030.0,89608.0,21194.0,,,552355.0,17838.0,,Alaska
32,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1992.0,588736.0,449292.0,24744.0,92191.0,22509.0,,,570119.0,18617.0,,Alaska
33,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1993.0,599434.0,454995.0,26578.0,94088.0,23773.0,,,580312.0,19122.0,,Alaska
34,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1994.0,603308.0,456674.0,26129.0,95764.0,24741.0,,,583480.0,19828.0,,Alaska
35,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1995.0,604412.0,456965.0,24854.0,96969.0,25624.0,,,583989.0,20423.0,,Alaska
36,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1996.0,608569.0,457769.0,24463.0,99390.0,26947.0,,,587502.0,21067.0,,Alaska
37,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1997.0,612968.0,457908.0,25352.0,101459.0,28249.0,,,590772.0,22196.0,,Alaska
38,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1998.0,619933.0,460556.0,26195.0,103986.0,29196.0,,,597102.0,22831.0,,Alaska
39,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,1999.0,624779.0,462052.0,26610.0,105727.0,30390.0,,,600782.0,23997.0,,Alaska
40,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2000.0,627963.0,446506.0,22843.0,98931.0,26007.0,3490.0,30186.0,602000.0,25963.0,,Alaska
41,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2001.0,633714.0,448602.0,23269.0,99332.0,27198.0,3819.0,31494.0,605725.0,27989.0,,Alaska
42,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2002.0,642337.0,452784.0,23838.0,99969.0,28482.0,4257.0,33007.0,612394.0,29943.0,,Alaska
43,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2003.0,648414.0,454912.0,23633.0,100717.0,29929.0,4695.0,34528.0,616997.0,31417.0,,Alaska
44,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2004.0,659286.0,460845.0,23841.0,101835.0,31077.0,5073.0,36615.0,626407.0,32879.0,,Alaska
45,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2005.0,666946.0,464201.0,23577.0,102888.0,32350.0,5488.0,38442.0,632524.0,34422.0,,Alaska
46,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2006.0,675302.0,468452.0,23544.0,103603.0,33258.0,5784.0,40661.0,639797.0,35505.0,,Alaska
47,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2007.0,680300.0,469996.0,23785.0,103803.0,34072.0,6169.0,42475.0,644071.0,36229.0,,Alaska
48,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2008.0,687455.0,472582.0,23955.0,104406.0,35488.0,6589.0,44435.0,650199.0,37256.0,,Alaska
49,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2009.0,698895.0,477369.0,23979.0,105769.0,37726.0,7191.0,46861.0,660663.0,38232.0,,Alaska
50,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2010.0,713910.0,485960.0,24633.0,106713.0,39284.0,7762.0,49558.0,673898.0,40012.0,,Alaska
51,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2011.0,722128.0,489454.0,25366.0,108090.0,40645.0,8118.0,50455.0,680011.0,42117.0,,Alaska
52,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2012.0,730443.0,492838.0,26506.0,109278.0,42087.0,8639.0,51095.0,685283.0,45160.0,,Alaska
53,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2013.0,737068.0,494783.0,27186.0,110542.0,43737.0,9083.0,51737.0,689477.0,47591.0,,Alaska
54,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2014.0,736283.0,492186.0,26975.0,111450.0,44331.0,9179.0,52162.0,687134.0,49149.0,,Alaska
55,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2015.0,737498.0,490845.0,27019.0,112416.0,45254.0,9424.0,52540.0,687074.0,50424.0,,Alaska
56,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2016.0,741456.0,490758.0,27559.0,113262.0,46704.0,9848.0,53325.0,689486.0,51970.0,,Alaska
57,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2017.0,739700.0,486188.0,27739.0,113738.0,48035.0,10256.0,53744.0,686587.0,53113.0,,Alaska
58,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2018.0,735139.0,481239.0,27652.0,114006.0,47838.0,10313.0,54091.0,681993.0,53146.0,,Alaska
59,Alaska,27,,2.0,18.0,6.0,,3.0,8.0,4.0,41.0,2000.0,2.0,0.0,Alaska,2019.0,731545.0,477488.0,27108.0,113953.0,47799.0,10498.0,54699.0,678333.0,53212.0,,Alaska
60,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1990.0,3684097.0,3293186.0,115796.0,215940.0,59175.0,,,2986437.0,697660.0,,Arizon
61,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1991.0,3788576.0,3380441.0,121994.0,222457.0,63684.0,,,3050730.0,737846.0,,Arizon
62,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1992.0,3915740.0,3490693.0,127617.0,229298.0,68132.0,,,3128225.0,787515.0,,Arizon
63,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1993.0,4065440.0,3620665.0,133252.0,237276.0,74247.0,,,3222568.0,842872.0,,Arizon
64,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1994.0,4245089.0,3778735.0,141948.0,243930.0,80476.0,,,3345519.0,899570.0,,Arizon
65,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1995.0,4432499.0,3941788.0,150424.0,253174.0,87113.0,,,3467336.0,965163.0,,Arizon
66,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1996.0,4586940.0,4075957.0,157868.0,259560.0,93555.0,,,3558898.0,1028042.0,,Arizon
67,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1997.0,4736990.0,4207817.0,164445.0,265399.0,99329.0,,,3645225.0,1091765.0,,Arizon
68,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1998.0,4883342.0,4337508.0,171440.0,269706.0,104688.0,,,3720580.0,1162762.0,,Arizon
69,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,1999.0,5023823.0,4460582.0,177619.0,275286.0,110336.0,,,3788107.0,1235716.0,,Arizon
70,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2000.0,5160586.0,4542461.0,170022.0,268184.0,99270.0,8746.0,71903.0,3851197.0,1309389.0,,Arizon
71,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2001.0,5273477.0,4629736.0,177795.0,271935.0,106209.0,9348.0,78454.0,3906561.0,1366916.0,,Arizon
72,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2002.0,5396255.0,4723484.0,186140.0,277602.0,113754.0,9961.0,85314.0,3969818.0,1426437.0,,Arizon
73,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2003.0,5510364.0,4808335.0,194179.0,283724.0,121029.0,10645.0,92452.0,4029456.0,1480908.0,,Arizon
74,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2004.0,5652404.0,4915749.0,205171.0,290212.0,129542.0,11297.0,100433.0,4111398.0,1541006.0,,Arizon
75,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2005.0,5839077.0,5057542.0,218998.0,298844.0,141711.0,12384.0,109598.0,4220738.0,1618339.0,,Arizon
76,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2006.0,6029141.0,5196133.0,235636.0,308302.0,156142.0,13312.0,119616.0,4327178.0,1701963.0,,Arizon
77,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2007.0,6167681.0,5290642.0,249757.0,316798.0,167344.0,14357.0,128783.0,4394036.0,1773645.0,,Arizon
78,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2008.0,6280362.0,5361814.0,263512.0,325262.0,176686.0,15163.0,137925.0,4449496.0,1830866.0,,Arizon
79,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2009.0,6343154.0,5391934.0,274594.0,330731.0,183714.0,15728.0,146453.0,4476334.0,1866820.0,,Arizon
80,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2010.0,6407172.0,5428229.0,282201.0,336552.0,190068.0,16174.0,153948.0,4503738.0,1903434.0,,Arizon
81,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2011.0,6472643.0,5466518.0,289308.0,341844.0,198809.0,16425.0,159739.0,4536461.0,1936182.0,,Arizon
82,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2012.0,6554978.0,5518860.0,298261.0,347962.0,207376.0,16769.0,165750.0,4580425.0,1974553.0,,Arizon
83,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2013.0,6632764.0,5566820.0,306678.0,353396.0,216801.0,17114.0,171955.0,4619306.0,2013458.0,,Arizon
84,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2014.0,6730413.0,5631624.0,316562.0,359222.0,227208.0,17504.0,178293.0,4671695.0,2058718.0,,Arizon
85,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2015.0,6829676.0,5699435.0,328032.0,364354.0,235660.0,17867.0,184328.0,4721571.0,2108105.0,,Arizon
86,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2016.0,6941072.0,5773622.0,340938.0,370059.0,246542.0,18356.0,191555.0,4783080.0,2157992.0,,Arizon
87,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2017.0,7044008.0,5845558.0,352008.0,375655.0,253937.0,19040.0,197810.0,4836234.0,2207774.0,,Arizon
88,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2018.0,7158024.0,5928410.0,364149.0,380930.0,259928.0,19534.0,205073.0,4899168.0,2258856.0,,Arizon
89,Arizon,269,4.0,28.0,75.0,33.0,5.0,22.0,94.0,25.0,286.0,4000.0,4.0,0.0,Arizona,2019.0,7278717.0,6013442.0,376997.0,385903.0,268723.0,20169.0,213483.0,4968127.0,2310590.0,,Arizon
90,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1990.0,2356586.0,1956611.0,375370.0,12356.0,12249.0,,,2337378.0,19208.0,,Arkans
91,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1991.0,2383144.0,1977662.0,380194.0,12598.0,12690.0,,,2362077.0,21067.0,,Arkans
92,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1992.0,2415984.0,2002832.0,386732.0,13177.0,13243.0,,,2392855.0,23129.0,,Arkans
93,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1993.0,2456303.0,2034508.0,393794.0,13456.0,14545.0,,,2429502.0,26801.0,,Arkans
94,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1994.0,2494019.0,2066260.0,398538.0,13657.0,15564.0,,,2462673.0,31346.0,,Arkans
95,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1995.0,2535399.0,2099481.0,404627.0,14317.0,16974.0,,,2496661.0,38738.0,,Arkans
96,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1996.0,2572109.0,2127070.0,411450.0,15325.0,18264.0,,,2523428.0,48681.0,,Arkans
97,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1997.0,2601091.0,2149156.0,416292.0,16028.0,19615.0,,,2545260.0,55831.0,,Arkans
98,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1998.0,2626289.0,2168119.0,420780.0,17040.0,20350.0,,,2561478.0,64811.0,,Arkans
99,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,1999.0,2651860.0,2187944.0,424438.0,18045.0,21433.0,,,2577233.0,74627.0,,Arkans
100,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2000.0,2678588.0,2186443.0,421693.0,18311.0,21100.0,1986.0,29055.0,2590784.0,87804.0,,Arkans
101,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2001.0,2691571.0,2193483.0,423863.0,19041.0,22166.0,2424.0,30594.0,2595045.0,96526.0,,Arkans
102,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2002.0,2705927.0,2202027.0,425707.0,19690.0,23437.0,2859.0,32207.0,2600233.0,105694.0,,Arkans
103,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2003.0,2724816.0,2214256.0,427838.0,20346.0,25056.0,3285.0,34035.0,2609192.0,115624.0,,Arkans
104,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2004.0,2749686.0,2231084.0,430882.0,21013.0,27060.0,3664.0,35983.0,2624583.0,125103.0,,Arkans
105,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2005.0,2781097.0,2253503.0,434165.0,22032.0,29107.0,4117.0,38173.0,2643949.0,137148.0,,Arkans
106,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2006.0,2821761.0,2281831.0,441071.0,22701.0,31116.0,4641.0,40401.0,2672178.0,149583.0,,Arkans
107,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2007.0,2848650.0,2301121.0,443348.0,23653.0,32810.0,5021.0,42697.0,2688253.0,160397.0,,Arkans
108,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2008.0,2874554.0,2317769.0,447621.0,24472.0,34246.0,5477.0,44969.0,2704323.0,170231.0,,Arkans
109,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2009.0,2896843.0,2331280.0,450633.0,25166.0,36260.0,6136.0,47368.0,2717804.0,179039.0,,Arkans
110,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2010.0,2921964.0,2346342.0,455030.0,26251.0,37955.0,6808.0,49578.0,2734482.0,187482.0,,Arkans
111,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2011.0,2940667.0,2357417.0,457824.0,26646.0,40112.0,7324.0,51344.0,2747074.0,193593.0,,Arkans
112,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2012.0,2952164.0,2361880.0,459418.0,27260.0,42695.0,7654.0,53257.0,2753052.0,199112.0,,Arkans
113,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2013.0,2959400.0,2363626.0,461473.0,27544.0,43592.0,7943.0,55222.0,2755444.0,203956.0,,Arkans
114,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2014.0,2967392.0,2365842.0,463401.0,27954.0,44822.0,8469.0,56904.0,2758998.0,208394.0,,Arkans
115,Arkans,1553,23.0,536.0,781.0,13.0,6.0,115.0,177.0,1.0,1652.0,5000.0,5.0,0.0,Arkansas,2015.0,2978048.0,2369297.0,466189.0,28396.0,46279.0,9065.0,58822.0,2764400.0,213648.0,,Arkans
